"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Nepal","NPL","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000","","","","","","","","2","","","","","","",
"Nepal","NPL","Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval","VA.PER.RNK.LOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","32.3383102416992","","28.3582096099854","","15.9203977584839","11.9402980804443","8.17307662963867","8.17307662963867","17.7884616851807","25","28.365385055542","29.8578205108643","29.8578205108643","28.6384983062744","24.8826293945313","26.7605628967285","28.5714282989502","28.0788173675537","32.019702911377","33.9901466369629","34.9514579772949","34.2995185852051","36.7149772644043","36.2318840026855","38.164249420166","",
"Nepal","NPL","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","40.9437559580553","45.4520282431123","45.7742604836952","50.027881040892","53.6719966039336","52.8260009172056","51.0496952212231","46.062834134544","44.3631546635791","48.6759714028528","51.6395651547666","53.1949525578299","58.5208469907009","66.5503784484293","65.5605999926094","62.8157643773544","52.2243481035715","55.3456827171163","32.6765957217491","29.9705130151744","23.63269898854","18.309224149532","43.6715211663961","38.1189930734767","38.4967348199747","47.5046467662754","53.8312958745161","65.9566094477353","64.7180269686144","48.3823574697306","50.7917633351224","58.8782821107901","67.7269071239536","68.769487746921","58.9664634206408","49.3823814633389","45.6312936714018","45.0523955419246","44.3242170036399","45.5681157690097","41.9020959693269","45.5030898473605","43.7400226446408","46.8146286209665","24.430554365467","19.3346588732099","32.4572483595047","36.7597362152034",
"Nepal","NPL","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","50352000","57784000","74078859.2402079","89666666.666667","117783333.333334","120873105.689344","119946470.520188","106697626.278383","90230330.395614","91877092.5838644","118565541.341091","154611804.450321","161309746.688328","160613546.256759","166356942.679242","201201041.833413","209863340.705336","283730700.698743","526777427.037926","591927100.535965","679470089.208094","795121771.325952","432900222.848135","453953027.90796","409957029.899758","302714320.302851","192193635.619579","302404239.11453","355773590.137163","271395612.776266","251672519.088674","339501440.066011","494331205.848496","600245576.413353","582876388.69514","775044568.471454","768790414.148994","966875835.486328","1099021542.09398","1060298852.85158","1065394174.06648","1382902207.3091","1473432598.48204","1506012202.38025","806752077.129888","735726753.500573","1147802766.24075","1516273855.70672",
"Nepal","NPL","Merchandise exports by the reporting economy (current US$)","TX.VAL.MRCH.WL.CD","","","","","","","","","","","","","","","","","","","","","","83267272.73","71035006.48","76760346.01","83257431.95","134809869.9","134291710.7","147644957.3","226592881.2","183389507.5","211312846.4","257302378.5","352893971","367642933.9","351371409.3","323536145.7","360100000","396900000","443600000","575626098.6","721817723","754646215","611584353","641478820","730695469","815019361","833625852","881666783","898011605","900307413","891323520","928133627","890643369","882650035","923246463","680789954","746297127","759620554","772223266","987924064","880211839","","","",
"Nepal","NPL","Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","TX.VAL.MRCH.R4.ZS","","","","","","","","","","","","","","","","","","","","","","0.425792082382281","","0.106589125861081","0.0873522891910432","0.0269740163587236","0.0595718079567215","0.0283234744929551","0.0280840083342389","0.14028759377087","0.0954696563303688","0.0391566405010904","0.00598012709007148","0.110269192449723","0.0802971673973361","0.0470988614260573","","","","0.0476222684820827","0.00797403529533453","0.00714202217260177","0.0110565287794405","0.00783954176382628","0.00843661998949661","0.022511735153737","0.0197569448697951","0.0363943619275492","0.0420004594484055","0.428433326695267","0.0886835119082238","0.102808902968452","0.0469593121733554","0.0307928385229147","0.0585555452054843","0.0438439195887429","0.0797379459830079","0.179307154450694","0.181433668433398","0.146636472659097","0.156621842483534","","","",
"Nepal","NPL","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","TX.VAL.MRCH.OR.ZS","","","","","","","","","","","","","","","","","","","","","","5.90759220008142","4.596965224952","3.51744115275387","4.79564067619431","1.5321241293246","2.51159236624729","0.790575031211107","14.1610013069351","3.00450568063824","2.59973528003738","0.718165364626429","0.341528688418851","0.979061111440254","1.2799502069448","0.673547935557158","0.416550958067203","0.352733686067019","0.293056807935077","8.6652058685637","0.209589893929496","0.260731447516768","0.319591727684374","0.51386747266262","1.02078626684354","0.973353809689436","1.32391695549288","2.00647584111151","3.46730853216535","4.83459964579898","3.260027290652","3.6074036136609","5.64401563517395","5.50596080812482","6.87460981911176","5.15605361003902","7.67197245286997","10.9156573717462","10.1736371408421","8.17697330632084","5.40235371680794","","","",
"Nepal","NPL","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","0.0519223014584857","","0.168677676843744","0.0904673889318634","0.0276047502911256","","0.0915338042072264","0.0689644095865744","","0.801074449923204","0.391828922915289","0.187912342772654","0.244571810815092","","","","","","","","0.182672321702601","","","","0.140452888199784","1.50653928545576","0.234551367937404","","","4.29431059801483","","","","","","5.46515419094088","3.96000669177798","4.28805048306195","4.12327922492228","3.21910941485056","3.8595362414148","2.00684420671161","1.57482692787798","1.74772512234926","2.34037873822339","1.5495550282837","0.895210140513274","0.96321770268593","1.44460468329415","",
"Nepal","NPL","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","0.00345612747281175","3.330786435512E-05","","","","","","","","0.0155636587344661","","","","","0.00216214322500584","","","","0.00357579146798016","","","","","","0.00168747349552898","4.5184108995034E-05","5.17830048737702E-06","0.0127445401569673","0.00317309696043804","0.00427691971404587","0.00156426563766798","","0.00266232718899826","0.015293107300744","","","6.66375384580768E-06","0.000422001355639369","",
